Formula,Stearic_Acid_%,Beeswax_%,Liquid_Paraffin_%,Lanolin_%,Triethanolamine_%,Sorbitol_%,Disodium_EDTA_%,Methylparaben_%,Propylene_Glycol_%,Propylparaben_%,Tween_80_%,Water_%,Perfume_%,Viscosity_cps,pH,Spreadability_cm,Washability_sec,HLB,Stability,Data_Source,Evidence_DOI
F0100,15.5309,1.6268,20.1241,2.7894,2.3747,1.9273,2.011,0.039,4.0624,0.0185,2.1357,46.2028,1.1575,2300,6.08,8.3,8.8,12.15,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0101,12.8079,1.529,19.7511,2.8308,2.0621,1.8831,1.827,0.0384,3.5543,0.0156,1.8294,51.0608,0.8105,2556.1,5.86,8.28,8,11.96,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0102,12.8366,2.9923,20.9218,2.971,2.0546,2.1292,1.7371,0.0366,3.381,0.0217,2.1291,47.7486,1.0405,2449,6.34,8.95,9.7,11.83,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0103,10.5862,3.2739,26.3022,3.0619,1.6537,1.8075,1.7844,0.0368,3.3667,0.0217,1.952,45.2223,0.9308,2152,6.45,9.13,10.6,11.49,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0104,11.9336,3.3928,24.0941,2.3376,1.9284,1.5112,1.8704,0.0329,3.8028,0.019,1.8645,46.4089,0.8038,2645,6.54,9.02,9.3,11.69,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0105,11.7231,3.5963,23.5876,3.0208,1.6338,2.0356,2.0691,0.0366,3.7895,0.0198,1.6571,45.9406,0.8902,2336.9,6.51,8.61,9,11.6,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0106,12.3494,1.5232,22.0874,2.7025,1.6179,1.9125,1.6787,0.038,3.8353,0.0164,1.5935,49.7386,0.9064,2517.2,5.9,8.64,8.7,11.84,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0107,13.7856,0.7203,21.3946,3.0584,1.9417,1.8359,1.6714,0.0368,3.5778,0.0174,1.5779,49.5084,0.8739,2570,6.09,8.72,8.9,11.99,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0108,16.7466,3.3935,19.1353,3.0863,2.0988,1.8062,1.9585,0.0455,3.7617,0.0213,1.9303,45.0426,0.9734,2472.1,6.4,8.3,6.9,12.1,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0109,12.8175,3.2627,18.0272,2.8102,1.6827,1.7812,2.014,0.0373,3.6202,0.0182,1.8572,51.021,1.0506,2189.1,6.07,8.41,7.9,11.9,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0110,15.5326,0.6785,26.7631,2.7536,1.9336,1.946,2.0773,0.0387,3.8413,0.0162,1.8674,41.5569,0.9947,2897.8,5.75,9.84,13,11.98,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0111,10.498,0.6368,29.2771,3.1919,1.8989,1.8651,1.8968,0.043,4.1651,0.018,1.7922,43.6762,1.0409,2351.6,5.93,8.64,10.4,11.54,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0112,12.0987,1.2041,18.0307,2.8761,2.0061,1.9334,1.8703,0.032,4.2278,0.0202,1.7382,53.0074,0.955,2272.1,6.07,8.46,9.6,11.98,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0113,10.6568,1.6917,28.1646,2.6603,1.8591,1.8939,1.8981,0.04,4.3804,0.0178,1.7137,43.9448,1.0788,2465.9,6.06,8.54,9,11.55,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0114,14.4901,3.2176,18.166,2.7901,1.7074,1.9052,1.8463,0.0374,3.6177,0.0156,1.7512,49.478,0.9773,2553.6,6.39,8.76,10,12.02,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0115,12.2722,3.0215,23.4085,2.6542,1.7947,1.7517,1.6412,0.0356,3.6927,0.0194,1.8188,47.105,0.7846,2685.2,6.5,8.87,8.8,11.72,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0116,16.5331,0.864,21.0349,3.0145,1.68,1.8742,1.9726,0.0382,3.3423,0.0176,2.0007,46.8428,0.785,2643,5.87,8.79,9.9,12.21,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0117,12.4751,1.0939,21.4261,3.3018,2.2722,1.8996,1.9473,0.0422,4.4138,0.0203,1.9134,48.1475,1.0469,2249.6,5.96,8.55,7.8,11.87,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0118,13.5648,2.727,18.3945,3.0092,1.9953,1.9948,2.02,0.0413,4.2768,0.0182,2.1502,48.9527,0.8553,2285.5,6.38,8.11,8.4,11.98,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0119,14.2738,2.0644,20.3771,2.3479,1.6602,1.7158,1.5344,0.0321,3.604,0.0187,2.0121,49.4468,0.9126,2670.1,6.12,9.24,11.2,12.06,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0120,13.0865,3.4052,22.2778,3.0202,2.0229,1.7844,1.8895,0.0375,3.3816,0.0169,2.1671,45.9196,0.9908,2368.8,6.26,8.52,7,11.78,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0121,15.3671,3.1333,18.3093,2.9612,1.7871,1.8006,1.6108,0.0316,3.8672,0.0181,1.7755,48.361,0.977,2513.9,6.52,8.69,8.6,12.06,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0122,14.904,3.7637,18.3936,2.5414,1.8262,1.8142,1.8056,0.0438,3.6142,0.0182,2.106,48.1111,1.0581,2331.2,6.02,8.3,8.9,12.05,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0123,11.7598,3.3676,16.8058,2.8965,2.0964,1.8738,2.0817,0.0319,3.5914,0.0171,1.968,52.6571,0.853,2095.1,6.14,7.75,8.8,11.85,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0124,15.711,2.3589,19.6158,2.3445,1.5827,1.622,1.6356,0.0391,3.6003,0.0178,1.5634,48.966,0.9429,2684.3,6.12,8.92,10,12.14,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0125,13.2876,2.1857,19.4352,3.3069,2.1487,2.0432,1.9226,0.0379,4.0653,0.0197,1.6892,48.7965,1.0617,2362,6.02,8.1,8,11.9,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0126,11.0402,1.0611,20.0904,2.9556,1.8402,1.6675,2.0369,0.0408,4.0658,0.0169,1.8027,52.3925,0.9894,2217.1,5.9,8.45,11.9,11.83,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0127,9.8884,2.5834,25.4101,2.6375,1.9746,2.0779,1.6617,0.0367,3.4146,0.0198,1.8662,47.4355,0.9934,2254.1,5.96,8.86,9.8,11.52,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0128,14.2128,3.0102,19.9044,3.0325,2.0485,1.7038,2.0909,0.0326,3.3255,0.0165,2.0418,47.7629,0.8177,2533.5,6.37,9.06,11.9,11.95,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0129,15.2917,1.7418,25.6997,2.7167,1.7939,1.5515,1.9218,0.0337,3.0991,0.0147,1.7552,43.4612,0.9189,3098.3,6.15,9.43,11.8,11.93,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0130,13.179,2.7734,20.0286,2.7359,2.0174,1.8173,1.7613,0.0367,4.042,0.0175,1.6598,48.9212,1.0099,2480.8,6.21,8.43,7.4,11.89,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0131,12.7686,2.9531,24.2307,2.9182,1.7942,2.0697,1.8612,0.0429,3.9058,0.0167,1.9766,44.4712,0.9911,2639.6,6.19,8.7,10.1,11.73,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0132,13.4443,2.628,21.4425,2.5079,1.6226,1.527,1.6712,0.0371,4.0182,0.0197,1.9174,48.2323,0.9318,2685.1,6.41,8.88,11.8,11.91,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0133,9.9514,1.9376,21.5008,3.0418,1.8535,1.7624,2.0894,0.0323,3.571,0.0158,1.9595,51.4308,0.8537,2144.2,6.12,8.19,8,11.64,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0134,15.4645,0.622,27.8013,3.014,1.7712,2.0673,1.7581,0.0418,3.3255,0.02,1.9044,41.3421,0.8679,2896.1,5.95,9.44,9.8,11.93,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0135,11.9568,1.5646,26.0026,2.5051,2.1655,2.1361,2.0292,0.0397,4.3187,0.0175,1.6879,44.5247,1.0514,2505.6,5.85,8.78,9.5,11.72,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0136,16.2942,2.58,18.9639,2.578,2.1977,2.0565,2.1505,0.0436,3.9986,0.0197,1.9163,46.2417,0.9594,2632.4,6.24,8.61,10,12.18,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0137,13.4576,2.4878,22.7366,2.8827,1.669,1.8184,1.5966,0.035,3.6099,0.0189,2.0565,46.659,0.972,2736.9,6.21,9.35,11.1,11.86,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0138,13.6385,2.3337,19.6175,2.8304,1.9737,2.4146,2.0083,0.0421,3.845,0.0219,1.9762,48.2352,1.0629,2150.8,6.19,7.96,8.3,11.98,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0139,12.4104,1.4063,25.6818,2.5587,1.5421,1.822,1.5563,0.0336,3.5282,0.0196,1.7568,46.6743,1.0102,2818.4,5.73,9.07,8.4,11.77,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0140,12.6048,3.4963,25.202,2.9378,1.7886,2.0814,2.1561,0.0416,3.2269,0.0197,1.6417,43.9797,0.8232,2602.3,6.33,9.18,9.8,11.64,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0141,13.7629,1.8701,19.6133,2.9513,2.1685,1.757,1.7626,0.0386,4.5676,0.0212,2.1246,48.3256,1.0366,2378.7,6.14,8.24,8.4,12.02,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0142,11.7851,3.9429,20.2043,3.2574,1.9189,1.8348,2.0994,0.0404,4.2813,0.022,1.8555,47.6642,1.0938,1692.9,6.54,8.12,7.9,11.67,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0143,14.242,1.8896,23.8977,2.5642,1.7265,1.9919,1.8035,0.0399,4.0205,0.0203,2.0621,44.8752,0.8667,2898,6.4,8.62,9.8,11.94,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0144,15.4612,1.8679,19.943,2.9288,1.7803,2.2274,1.9019,0.0357,3.4204,0.0208,2.076,47.4678,0.8689,2472.2,6.27,8.07,9,12.12,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0145,12.5528,1.3031,29.0151,2.8752,2.0534,1.734,1.9352,0.0334,3.8936,0.0221,1.8761,41.8708,0.8351,2722.6,5.59,8.86,9.3,11.69,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0146,15.3614,0.8885,26.3197,2.5297,1.9943,1.8413,1.9612,0.0409,3.3455,0.0203,1.7269,43.1199,0.8503,2965.5,6.2,9.25,13.3,11.98,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0147,15.2421,3.2524,22.0511,2.6725,1.7572,1.7205,1.6426,0.0361,3.5269,0.0216,1.9268,45.1804,0.9699,2629.2,6.36,8.77,12,11.96,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0148,12.3049,3.7053,26.5981,2.897,1.9011,1.9298,1.6955,0.0361,3.2101,0.0185,1.8864,42.7565,1.0608,2626.5,6.63,9.06,10.5,11.59,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0149,10.4262,3.1035,18.4051,3.0818,1.7609,2.1015,2.1394,0.0338,3.7335,0.0216,1.8785,52.3452,0.9691,1796.6,6.42,7.61,5,11.68,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0150,12.8475,2.2946,23.4608,3.0121,2.1778,2.2456,1.9082,0.0431,4.2367,0.0201,2.2311,44.6561,0.8663,2552.4,6.25,8.51,5.5,11.81,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0151,15.0241,3.7525,18.2432,2.9814,2.1142,2.1352,2.1171,0.0356,3.7621,0.0192,2.1843,46.7169,0.9139,2384.5,6.56,8.1,8.1,12.02,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0152,10.456,2.9668,25.549,2.949,2.0266,2.0715,1.9407,0.0329,3.7395,0.0164,1.8247,45.6108,0.8162,2246.5,5.89,8.49,8.8,11.52,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0153,9.4455,2.0485,24.5009,2.8354,1.5395,1.5516,1.7278,0.0334,3.2736,0.0166,1.9417,50.2209,0.8645,2272.9,5.81,8.57,8.7,11.53,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0154,14.5466,3.7786,24.2785,2.7624,2.009,1.7061,2.148,0.0385,3.7889,0.0197,1.9957,41.9135,1.0145,2616.3,6.56,9.07,10.9,11.81,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0155,14.4267,2.3697,19.7236,3.2493,1.8637,1.9989,1.8714,0.0356,4.1574,0.0173,2.1502,47.2857,0.8504,2431.8,6.36,8.16,6.4,12,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0156,10.3267,3.3962,17.7454,2.726,2.1088,1.8583,1.7318,0.0377,3.6625,0.0217,1.8566,53.4294,1.099,1625,6.39,7.91,6.7,11.71,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0157,9.9186,2.7178,22.1489,2.6836,1.9252,1.9647,1.5762,0.0333,3.9396,0.0194,2.1103,49.9114,1.0509,2094.4,6.26,8.08,7,11.61,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0158,14.0046,0.7059,20.6288,3.1526,1.8486,1.8111,1.825,0.0337,3.5512,0.0178,1.6002,49.9195,0.9011,2542.6,5.97,8.69,7.9,12.03,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0159,13.4071,3.4958,20.0343,3.0749,2.009,1.8266,1.734,0.0407,4.1709,0.0184,2.0307,47.1224,1.0353,2322.2,6.23,8.35,6.6,11.85,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0160,10.4071,0.9737,24.0571,2.7755,2.1892,1.6994,1.9168,0.0378,3.4043,0.0176,1.9375,49.6181,0.9659,2083.7,5.89,8.83,9.3,11.69,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0161,15.1813,2.0273,22.402,2.4268,1.8556,1.855,1.7256,0.0392,3.044,0.0147,1.8536,46.8155,0.7596,2852.5,5.78,9.46,11.9,12.04,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0162,12.9342,0.6028,21.5315,3.1222,2.2775,2.2015,1.7089,0.0446,4.3266,0.0216,1.9688,48.3218,0.938,2186.2,5.8,8.3,9.7,11.96,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0163,9.9792,3.6782,27.9578,3.1061,2.1887,1.933,2.1724,0.0333,3.6614,0.0175,1.7335,42.55,0.9888,2205.6,6.41,8.87,9.4,11.38,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0164,14.5436,1.8505,25.1487,2.6835,1.8383,2.1693,1.8067,0.0382,4.307,0.0205,1.6747,43.0972,0.8216,2919.4,5.76,8.79,9.7,11.89,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0165,14.4685,3.0071,19.5411,2.8898,2.2565,2.0412,2.0951,0.0405,3.567,0.0186,2.0325,47.1486,0.8936,2352.3,6.28,8.28,8.3,11.99,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0166,11.3528,1.9608,23.6174,2.459,1.9492,2.1516,1.7054,0.0409,4.2205,0.0213,2.1397,47.3067,1.0747,2426.9,6.42,8.42,8.1,11.75,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0167,11.7044,2.7145,25.4037,2.6347,1.9923,2.1134,1.9535,0.0334,3.3327,0.0187,2.2041,44.8782,1.0165,2333.2,6.29,8.48,9.3,11.68,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0168,10.6499,2.0359,18.1568,2.9514,2.0754,1.7525,1.8536,0.0384,4.456,0.0227,1.7088,53.3474,0.9514,1784.6,5.74,8.09,8.4,11.79,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0169,16.2172,1.446,24.6425,2.8581,2.0833,1.8348,1.8057,0.0448,3.5042,0.0199,1.8232,42.864,0.8564,2751.7,5.7,9.02,12.3,12.03,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0170,13.2912,2.1395,24.6069,2.5458,1.7356,2.0303,2.0588,0.0406,3.5436,0.0197,1.8028,45.3578,0.8274,2839.9,6.31,8.75,8.9,11.82,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0171,11.6448,0.8411,18.809,3.3933,2.0021,1.9437,2.1843,0.044,3.7948,0.0211,2.1605,52.2668,0.8946,2041.6,5.78,7.95,5.1,11.93,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0172,10.3844,1.0432,27.4077,2.5708,1.9658,2.0299,1.7469,0.046,3.7012,0.019,1.8977,46.3301,0.8574,2088.5,6.02,8.72,9.7,11.61,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0173,13.1134,1.5974,21.4654,3.1275,2.1463,1.7728,1.8841,0.0439,4.2807,0.0225,2.1095,47.4299,1.0066,2432.1,6.36,8.26,8.3,11.91,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0174,10.7029,3.0717,23.6035,3.216,1.6287,1.755,1.9454,0.0355,4.0186,0.0203,1.6628,47.3931,0.9465,2173.2,6.38,8.6,9.9,11.54,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0175,13.0722,1.805,24.1669,2.6412,1.778,1.8442,1.5509,0.0363,3.0232,0.0159,1.5817,47.5636,0.9208,3044.5,6.23,9.55,12,11.82,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0176,13.8853,1.8823,19.8353,3.2378,2.1277,1.9189,1.7047,0.0438,3.393,0.0211,2.2683,48.7671,0.9149,2428.6,6.17,8.47,8.5,12,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0177,10.1898,2.2666,26.0499,3.255,1.7687,2.1332,1.988,0.0379,3.4817,0.0217,1.7558,46.1347,0.9169,2193.7,5.98,8.61,9.8,11.49,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0178,13.2815,2.2526,24.7885,2.9801,1.5118,1.8634,1.5329,0.0359,3.3163,0.0167,1.6929,45.8858,0.8414,2980.6,6.08,9,8.3,11.76,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0179,16.1222,1.8017,19.4495,3.0056,2.3602,2.171,2.1896,0.0433,3.7889,0.0203,2.2393,45.8364,0.9719,2348,5.81,8.2,7.7,12.19,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0180,17.0788,0.9472,21.9603,3.0899,2.0407,1.8781,1.8342,0.0373,3.5735,0.0175,1.9129,44.7297,0.9001,2621.7,5.77,8.99,10.3,12.19,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0181,10.2072,3.6911,20.7592,2.5342,1.9822,1.9965,2.0108,0.0358,3.29,0.0219,1.7812,50.6676,1.0222,1828.8,6.5,7.73,4.6,11.6,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0182,16.1082,3.6338,18.3368,2.559,2.157,2.0381,2.1217,0.0347,3.9061,0.0202,2.0059,46.2655,0.8132,2532.2,6.63,8.19,7.6,12.13,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0183,12.9876,3.4017,19.9481,3.1063,2.2507,1.7338,1.6785,0.0386,3.4567,0.0212,2.2138,48.2498,0.9132,2219.6,6.36,8.58,8.8,11.84,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0184,14.8521,2.7581,20.8282,3.181,1.7485,1.8129,2.2184,0.0427,3.4041,0.0184,1.822,46.3927,0.9209,2483.8,6.38,8.45,10,11.95,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0185,13.2566,0.7548,25.3514,2.8478,1.8813,1.8905,1.9473,0.0349,3.1371,0.0178,1.8491,46.1639,0.8673,2866.5,5.88,9.28,11.8,11.86,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0186,13.7904,1.4595,21.6124,3.2347,2.0241,2.094,1.9014,0.0401,3.5646,0.0205,1.886,47.3652,1.0071,2585.7,5.93,8.42,8.3,11.94,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0187,13.1474,2.4465,19.7863,3.1702,2.3906,1.8682,2.2872,0.0412,4.4355,0.0197,1.9026,47.5815,0.923,2065.8,6.17,8.11,7.5,11.89,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0188,15.3376,0.9664,21.2713,2.8026,1.8328,1.9904,2.0026,0.0379,3.7891,0.0218,2.1534,46.6803,1.1137,2542.7,5.92,8.55,6.3,12.15,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0189,15.893,3.2454,17.436,2.6325,1.8424,1.815,1.6468,0.0402,3.8192,0.02,2.0085,48.711,0.8901,2553.6,6.3,8.34,8.7,12.17,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
